18.0, 0.0, 0.0509182755372
18.0, 0.2, 0.0718414878989
18.0, 0.4, 0.0741499300776
18.0, 0.6, 0.0779567281415
18.0, 0.8, 0.0819820202423
18.0, 1.0, 0.0798602596306
18.0, 1.2, 0.0740858913646
18.0, 1.4, 0.0820436538082
18.0, 1.6, 0.0754196530727
18.0, 1.8, 0.0756594539271
18.0, 2.0, 0.0776079125593
18.0, 2.2, 0.0708654595695
18.0, 2.4, 0.0615142460073
18.0, 2.6, 0.0601881102305
18.0, 2.8, 0.0544214603148
-3.0, 0.0, -0.0291164342114
-3.0, 0.2, -0.0354932801548
-3.0, 0.4, -0.0372461052078
-3.0, 0.6, -0.0380824613939
-3.0, 0.8, -0.0386735512835
-3.0, 1.0, -0.0382068967689
-3.0, 1.2, -0.0392768749689
-3.0, 1.4, -0.0464616221564
-3.0, 1.6, -0.0416319600906
-3.0, 1.8, -0.0381858268079
-3.0, 2.0, -0.0443477886606
-3.0, 2.2, -0.0465496104632
-3.0, 2.4, -0.0472877351822
-3.0, 2.6, -0.0446129120181
-3.0, 2.8, -0.0479063409026
-3.0, 3.0, 0.052938834981
-3.0, 3.2, 0.052938834981
21.0, 0.0, 0.0828393985043
21.0, 0.2, 0.104257328664
21.0, 0.4, 0.0993017889886
21.0, 0.6, 0.109220510289
21.0, 0.8, 0.104188522285
21.0, 1.0, 0.108673584618
21.0, 1.2, 0.104485209947
21.0, 1.4, 0.105129437399
21.0, 1.6, 0.100384085766
21.0, 1.8, 0.105823372698
21.0, 2.0, 0.0894844406969
21.0, 2.2, 0.0985332020487
21.0, 2.4, 0.094628593457
21.0, 2.6, 0.0796146396529
21.0, 2.8, 0.0691457323877
21.0, 3.0, 0.0695787870034
21.0, 3.2, 0.066585842228
21.0, 3.4, 0.0610366466174
21.0, 3.6, 0.0506892905236
21.0, 3.8, 0.0474589933613
21.0, 4.0, 0.0435662936187
21.0, 4.2, 0.0526254915918
21.0, 4.4, 0.0464703408757
21.0, 4.6, 0.0343001315258
21.0, 4.8, 0.0305616580856
-8.0, 0.0, -0.0215940984407
-8.0, 0.2, -0.0308059141862
-8.0, 0.4, -0.0327575460351
-8.0, 0.6, -0.036045301331
-8.0, 0.8, -0.0349558435579
-8.0, 1.0, -0.039076951164
-8.0, 1.2, -0.0420161566967
-8.0, 1.4, -0.0375332860251
-8.0, 1.6, -0.0415622180545
-8.0, 1.8, -0.0422892235689
-8.0, 2.0, -0.0406282401524
-8.0, 2.2, -0.0466136111532
-8.0, 2.4, -0.0433446448265
-8.0, 2.6, -0.0489125679551
-8.0, 2.8, -0.0448130656402
-8.0, 3.0, -0.0477508961091
-8.0, 3.2, -0.0400801428333
-8.0, 3.4, -0.0586007394465
-8.0, 3.6, -0.0505741401208
-8.0, 3.8, -0.0555806597612
-8.0, 4.0, -0.0470164533622
-8.0, 4.2, -0.0592791411264
-8.0, 4.4, -0.0564218825123
-8.0, 4.6, -0.0569900466098
-8.0, 4.8, -0.0625166426279
-8.0, 5.0, 0.0280255858925
22.0, 0.0, 0.0844179592091
22.0, 0.2, 0.113896049736
22.0, 0.4, 0.114935334462
22.0, 0.6, 0.119689842677
22.0, 0.8, 0.117372729846
22.0, 1.0, 0.119457639492
22.0, 1.2, 0.121041122846
22.0, 1.4, 0.111411248959
22.0, 1.6, 0.11613005137
22.0, 1.8, 0.117084033938
22.0, 2.0, 0.109139030721
22.0, 2.2, 0.102357152257
22.0, 2.4, 0.0924825883174
22.0, 2.6, 0.0952680675731
22.0, 2.8, 0.0822557681898
22.0, 3.0, 0.0737850285583
22.0, 3.2, 0.0726367032584
22.0, 3.4, 0.0674549266301
22.0, 3.6, 0.0593086317956
