time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1562207421.7356,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00286847352982
1562207421.7459,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00299885869026
1562207421.7561,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00251457095146
1562207421.7655,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00251457095146
1562207421.7758,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00331550836563
1562207421.7860,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00340864062309
1562207421.7963,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00286847352982
1562207421.8056,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00286847352982
1562207421.8158,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00322237610817
1562207421.8261,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00286847352982
1562207421.8354,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00286847352982
1562207421.8457,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00331550836563
1562207421.8559,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00322237610817
1562207421.8662,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00299885869026
1562207421.8755,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00299885869026
1562207421.8858,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00331550836563
1562207421.8960,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.0029057264328
1562207421.9053,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.0029057264328
1562207421.9157,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00277534127235
1562207421.9260,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,0.00273808836937
1562207421.9362,0,1,0,0,1,0.0,nan,0,0.0,0.0,0,0.00348314642906
1562207421.9413,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00348314642906
1562207421.9513,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00305473804474
1562207421.9613,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00309199094772
1562207421.9713,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.003632158041
1562207421.9813,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00273808836937
1562207421.9915,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00389292836189
1562207422.0016,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00335276126862
1562207422.0114,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00283122062683
1562207422.0214,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00318512320518
1562207422.0314,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00344589352608
1562207422.0413,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00299885869026
1562207422.0514,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00299885869026
1562207422.0614,1,1,0,21.0,1,0.0,nan,0,0.0,0.0,0,0.00277534127235
1562207422.0623,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00277534127235
1562207422.0626,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00277534127235
1562207422.0714,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.0029057264328
1562207422.0728,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.0029057264328
1562207422.0814,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00344589352608
1562207422.0831,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00344589352608
1562207422.0914,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00255182385445
1562207422.0933,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00255182385445
1562207422.1013,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00398606061935
1562207422.1025,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00398606061935
1562207422.1114,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00264495611191
1562207422.1128,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00264495611191
1562207422.1214,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00299885869026
1562207422.1231,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00299885869026
1562207422.1314,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00389292836189
1562207422.1333,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00389292836189
1562207422.1413,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00344589352608
1562207422.1425,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00344589352608
1562207422.1513,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00327825546265
1562207422.1528,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00327825546265
1562207422.1614,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00366941094398
1562207422.1630,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00366941094398
1562207422.1713,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00251457095146
1562207422.1732,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00251457095146
1562207422.1814,1,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00353902578354
1562207422.1824,0,1,0,21.0,1,0.0,nan,1,0.0,0.0,0,0.00353902578354
