time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1562208346.0871,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000745058059692
1562208346.0974,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000391155481339
1562208346.1067,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000428408384323
1562208346.1171,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000875443220139
1562208346.1274,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000875443220139
1562208346.1367,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000782310962677
1562208346.1470,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.00119209289551
1562208346.1573,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000745058059692
1562208346.1676,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000689178705215
1562208346.1770,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000353902578354
1562208346.1873,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000558793544769
1562208346.1977,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000335276126862
1562208346.2070,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.00100582838058
1562208346.2174,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000838190317154
1562208346.2266,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.00126659870148
1562208346.2370,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.00135973095894
1562208346.2473,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000298023223877
1562208346.2578,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000689178705215
1562208346.2671,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000391155481339
1562208346.2775,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.0,0,-0.000558793544769
1562208346.2867,0,1,0,0,1,0.0,nan,0,0.0,0.0,0,-0.000428408384323
1562208346.2942,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00109896063805
1562208346.3042,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000558793544769
1562208346.3141,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00100582838058
1562208346.3242,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00106170773506
1562208346.3342,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000707805156708
1562208346.3442,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000838190317154
1562208346.3542,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00126659870148
1562208346.3642,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.0009685754776
1562208346.3741,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000745058059692
1562208346.3842,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000428408384323
1562208346.3942,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.0009685754776
1562208346.4042,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.000521540641785
1562208346.4142,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00100582838058
1562208346.4242,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.00135973095894
1562208346.4343,1,1,0,28.0,1,0.0,nan,0,0.0,0.0,0,-0.0009685754776
